"logFC","AveExpr","t","P.Value","adj.P.Val","B","Status"
-1.8139137417706,10.6673127988037,-20.757746372574,1.42961276219375e-39,1.87388595176255e-36,79.6023905882811,"Downregulated"
-1.21981976711929,8.18895597621495,-20.7383855137521,1.55026503873093e-39,1.9191419921134e-36,79.5222242838814,"Downregulated"
-2.83583721829522,7.34324780812149,-20.6959253662378,1.85201589025618e-39,2.17202474118834e-36,79.3462483449585,"Downregulated"
-1.68890249667137,10.1527935483178,-20.6039872256387,2.72404762746188e-39,3.03499766413665e-36,78.9644387974908,"Downregulated"
-2.17652347704117,7.60833419566355,-20.4358254519649,5.5318600271391e-39,5.86983033260669e-36,78.2633403099219,"Downregulated"
-2.25847350861717,10.6017199527103,-20.3696029149858,7.31879008153422e-39,7.41293633576487e-36,77.9862710940988,"Downregulated"
-2.55504116710627,10.7720158038879,-20.2361931603,1.28841513672973e-38,1.24825019529342e-35,77.4264192127305,"Downregulated"
-1.89638636763899,8.10862416999065,-20.2157211599713,1.40549801234911e-38,1.25082382426391e-35,77.3403100748835,"Downregulated"
-3.83854131283955,8.89436546376636,-20.2110919060111,1.43342548808663e-38,1.25082382426391e-35,77.32083121159,"Downregulated"
-1.55150138764497,6.97818220730841,-20.2068555238491,1.45947221787289e-38,1.25082382426391e-35,77.3030030924255,"Downregulated"
-2.22805788298065,8.32356754425234,-20.0687689796262,2.62809281066947e-38,2.16895526296843e-35,76.7206458852262,"Downregulated"
-1.69910265594124,7.35429694220561,-19.9987125089287,3.5450972192532e-38,2.82126433345068e-35,76.4242709407092,"Downregulated"
-2.21178255434062,9.16925082266355,-19.9821607456856,3.8052033477355e-38,2.91030522927865e-35,76.3541575492935,"Downregulated"
-2.55490155608797,8.98701687421495,-19.9753225347827,3.91819579402951e-38,2.91030522927865e-35,76.3251806878004,"Downregulated"
-2.95990968806756,7.83955245192523,-19.9447755213209,4.46566335096438e-38,3.2099476274045e-35,76.1956654807027,"Downregulated"
-2.68417512565694,7.89053779552336,-19.9286446470051,4.78520282968592e-38,3.33214608293411e-35,76.1272249413681,"Downregulated"
-2.29893179844617,7.82647898683178,-19.8619058567321,6.37130730013888e-38,4.30217698693923e-35,75.8437122222401,"Downregulated"
-1.88907486206862,8.7088632091028,-19.6526171900109,1.56917396092503e-37,1.02840892268507e-34,74.9509563923274,"Downregulated"
-1.29273068848065,6.45090858492523,-19.6053323419412,1.92503174535554e-37,1.22558521090736e-34,74.7484811226489,"Downregulated"
-1.76885403218263,8.28092942399065,-19.3675728271756,5.40275047412558e-37,3.34415246708167e-34,73.7260523005333,"Downregulated"
-1.59480444478431,8.95697209902804,-19.3270991930979,6.44485989836149e-37,3.88137332743755e-34,73.5512834640577,"Downregulated"
-1.51304482928396,7.06457587505608,-19.2049716288095,1.09871968490023e-36,6.4428344049031e-34,73.0226507125518,"Downregulated"
-2.42220168031985,8.36735144693458,-19.1846448449585,1.20095089755291e-36,6.86174073081321e-34,72.9344795864152,"Downregulated"
-2.56711535417382,7.57859119154206,-19.0277190183897,2.39099019853835e-36,1.32075855380884e-33,72.2519957741088,"Downregulated"
-1.88827772944582,9.20338721933645,-19.0237863230684,2.43270573249826e-36,1.32075855380884e-33,72.2348514185502,"Downregulated"
-2.04944326425546,7.85916657570093,-19.0185466766264,2.48942508908008e-36,1.32075855380884e-33,72.2120063897421,"Downregulated"
-1.69411374958094,9.6217209533271,-19.0028414115343,2.66753655171493e-36,1.38234225539218e-33,72.1435097296719,"Downregulated"
-3.98982156871534,8.78325574483178,-18.9401492323097,3.51595828974086e-36,1.7805931493249e-33,71.8697684261697,"Downregulated"
-1.65222290862421,9.56956226775701,-18.928474696783,3.70170186190897e-36,1.83300050197594e-33,71.8187363565428,"Downregulated"
-2.00928437987404,6.63900695658879,-18.8925070235575,4.33839863699413e-36,2.10157688756827e-33,71.6614028973124,"Downregulated"
-1.73772780175687,6.78306473764486,-18.8794433434867,4.59602162213997e-36,2.17900318736479e-33,71.6042170973832,"Downregulated"
-2.08742540826355,11.953380323972,-18.7966579948794,6.62764516654635e-36,3.07674619262817e-33,71.2413150479361,"Downregulated"
-0.93187002095708,8.93067499985981,-18.7266564452227,9.03816033773574e-36,4.11014952664827e-33,70.9337620984978,"Not Significant"
-2.67774073700176,10.5754072129813,-18.7060572350626,9.90319234083153e-36,4.41345669861498e-33,70.8431385612891,"Downregulated"
-1.14651536676567,10.3827765751215,-18.651356241475,1.26269460337597e-35,5.51698506804445e-33,70.6022224647605,"Downregulated"
-1.8991925178114,8.26821612824299,-18.5555528750873,1.93422644102152e-35,8.28853226640047e-33,70.179349505791,"Downregulated"
-1.45953624165553,7.80669257509346,-18.5507957989706,1.97568146901968e-35,8.30643588191804e-33,70.158320983187,"Downregulated"
-1.13896932247573,7.66845427128972,-18.5409454405061,2.06438639744859e-35,8.51865223969387e-33,70.1147684382733,"Downregulated"
-1.49039012940641,9.42174955386916,-18.4261294051331,3.44756184812693e-35,1.39676401203295e-32,69.6061925154094,"Downregulated"
-2.03189162242647,9.2070232838785,-18.3892363804488,4.06659866350057e-35,1.61814317890684e-32,69.4424130868592,"Downregulated"
-1.27744822288214,8.19024606838318,-18.3551150349069,4.73837160216284e-35,1.85167804650291e-32,69.2907810811236,"Downregulated"
-1.99369490735821,6.84047985876636,-18.3513190458619,4.81969782781354e-35,1.85167804650291e-32,69.2739027462695,"Downregulated"
-2.3636024065176,8.47389703043925,-18.2874074674691,6.42056257590704e-35,2.42490501489723e-32,68.9894485582023,"Downregulated"
-1.49805906765236,11.2967382122243,-18.1580238793687,1.14923537517749e-34,4.26806864418001e-32,68.4119748610456,"Downregulated"
-2.3273083293385,6.36763252818692,-18.0810916540207,1.62623654262819e-34,5.94056211137441e-32,68.0675771536829,"Downregulated"
-2.22453822527904,7.91219361645794,-17.9719543861602,2.66461521934941e-34,9.57671305367142e-32,67.5776930639058,"Downregulated"
-1.8764116398012,6.51866265204673,-17.9389689434097,3.09441720225701e-34,1.09449045266497e-31,67.429327594732,"Downregulated"
-2.17365678650529,7.77271748978505,-17.9184247293212,3.39670828604889e-34,1.18263829278168e-31,67.3368503517905,"Downregulated"
-1.7910367589328,7.68597469881308,-17.9026371305416,3.64906182468911e-34,1.25095453291611e-31,67.2657472541229,"Downregulated"
