"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0010001","glial cell differentiation","17/652","162/18842",0.104938271604938,3.03258729076725,4.91900994014023,4.80392927681127e-05,0.000814320192073007,0.000270085387828752,"TNFRSF21/IL6/LDLR/NTRK2/MDK/ADGRG6/QKI/CLU/CDK1/MYRF/ZEB2/GPM6B/BMP2/AGER/PTN/C5AR1/SOX4",17
"BP","GO:0007346","regulation of mitotic cell cycle","35/652","492/18842",0.0711382113821138,2.05580702279415,4.49271103876837,4.87809899194366e-05,0.000823795818527115,0.000273228166640687,"RGCC/RCC1/FHL1/CKS1B/EDN1/CDKN2A/BUB1B/DLGAP5/TTK/ZWINT/RRM2/NUSAP1/CDK1/NDC80/TRIP13/BIRC5/KLF4/AURKA/CDKN1C/UBE2C/CENPF/CAV2/ADAMTS1/UBD/DUSP1/BUB1/MEIS2/GMNN/CCNB1/FAM107A/TAL1/KANK2/NEK2/CDC20/MAD2L1",35
"BP","GO:0071635","negative regulation of transforming growth factor beta production","5/652","13/18842",0.384615384615385,11.1149126946673,6.9068434133907,4.99031856171982e-05,0.000839602477417712,0.000278470757501508,"CD24/LAPTM4B/FBLN1/GATA6/TYROBP",5
"BP","GO:1903053","regulation of extracellular matrix organization","11/652","75/18842",0.146666666666667,4.23848670756646,5.32028315253545,5.12038121618318e-05,0.000855570854370315,0.000283766985354167,"RGCC/IL6/TNXB/TIMP3/FAP/PLAU/RECK/TGFBR3/BMP2/FGFR4/TIE1",11
"BP","GO:0043534","blood vessel endothelial cell migration","18/652","179/18842",0.100558659217877,2.90602186653871,4.85090857190053,5.12317876868452e-05,0.000855570854370315,0.000283766985354167,"EMP2/RGCC/SRPX2/ANGPT1/NR4A1/GATA2/AKT3/MMRN2/STARD13/TGFBR3/JCAD/CDH5/KLF4/SLIT2/EFNB2/AGTR2/GREM1/ID1",18
"BP","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","23/652","265/18842",0.0867924528301887,2.5081953929853,4.68114592291446,5.22511450242949e-05,0.000868049230194129,0.000287905685347922,"PIP5K1B/CHI3L1/GAS6/PROS1/NTRK2/ANGPT1/CX3CR1/FGR/PECAM1/HYAL2/CEACAM1/DCN/RRAS/F2RL1/RAMP3/CEP55/KLF4/TEK/ENG/GDF15/HBEGF/FERMT2/SEMA5A",23
"BP","GO:0070372","regulation of ERK1 and ERK2 cascade","24/652","283/18842",0.0848056537102474,2.45077933620933,4.65561132749039,5.23640254186744e-05,0.000868049230194129,0.000287905685347922,"CHI3L1/GAS6/ANGPT1/CCN2/MARCO/MIF/CEACAM1/RRAS/BMP2/SEMA6A/AGER/F2RL1/FBLN1/RAMP3/KLF4/TEK/ARRB1/DUSP1/FGFR4/C5AR1/ATF3/CD36/FGFR2/FERMT2",24
"BP","GO:0002449","lymphocyte mediated immunity","27/652","339/18842",0.079646017699115,2.30167218632933,4.5786750531478,5.43973009159003e-05,0.000898452123918661,0.000297989406005521,"EMP2/IGHG1/IL6/HSPD1/IGKC/IGHV3-23/HLA-E/C4BPA/IGHV1-69-2/CD55/IGHD/CEACAM1/IGHV3-21/CLU/IGHV1-69/AGER/IGHV3-48/TYROBP/IGHA1/IGHG3/CADM1/C7/IGHA2/PIK3R1/IGHV4-31/IGLL5/C1QB",27
"BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","29/652","377/18842",0.0769230769230769,2.22298253893346,4.54125300964679,5.46716811927401e-05,0.00089968835948199,0.000298399427965949,"EMP2/IGHG1/IL6/HSPD1/IGKC/IGHV3-23/HLA-E/C4BPA/IGHV1-69-2/CD55/IGHD/CEACAM1/IGHV3-21/ZBTB16/CLU/IGHV1-69/AGER/PLA2G4A/IGHV3-48/IGHA1/IGHG3/C7/IL33/CXCL13/IGHA2/IGHV4-31/IGLL5/IL1RL1/C1QB",29
"BP","GO:0098869","cellular oxidant detoxification","12/652","89/18842",0.134831460674157,3.89646377610809,5.18545835930722,5.53404876566767e-05,0.00090729206571899,0.000300921347436873,"HBB/NQO1/SESN1/HBA1/ALOX5AP/FBLN5/PRDX4/GPX3/CAT/CD36/CP/HBA2",12
"BP","GO:0031214","biomineral tissue development","16/652","148/18842",0.108108108108108,3.12419167633892,4.91171166629036,5.55361743487339e-05,0.00090729206571899,0.000300921347436873,"CLEC3B/COL1A1/GAS6/ADGRG6/TFAP2A/GPM6B/BMP2/S1PR1/KL/SPP1/HEY1/LGR4/PTN/FGFR2/GREM1/ALOX5",16
"BP","GO:0045685","regulation of glial cell differentiation","9/652","51/18842",0.176470588235294,5.09978347167088,5.55047927198144,5.57496815951691e-05,0.000907492109431831,0.000300987695888369,"TNFRSF21/IL6/LDLR/MDK/QKI/CDK1/MYRF/BMP2/PTN",9
"BP","GO:0016055","Wnt signaling pathway","32/652","436/18842",0.073394495412844,2.12101086283559,4.48366111191998,5.66593415670325e-05,0.000917975276747843,0.000304464645542547,"SOSTDC1/FOLR1/COL1A1/SCEL/EDN1/TPBG/MDK/CD24/WWTR1/GPC3/RECK/ZEB2/BMP2/CDH3/DKK3/EDNRA/KLF4/EGR1/GRK5/IGFBP2/LGR4/WIF1/NR4A2/CAV1/MACF1/FGFR2/EDNRB/GREM1/FERMT2/SOX4/SULF1/SEMA5A",32
"BP","GO:0097242","amyloid-beta clearance","8/652","40/18842",0.2,5.77975460122699,5.72918695714981,5.68008654275112e-05,0.000917975276747843,0.000304464645542547,"MME/LDLR/MARCO/CLU/TYROBP/C5AR1/CD36/MSR1",8
"BP","GO:1903036","positive regulation of response to wounding","11/652","76/18842",0.144736842105263,4.1827171456248,5.2635458090914,5.80262652259152e-05,0.000934430106798755,0.000309922215180656,"MDK/MYLK/PLAU/THBD/DUOX1/PTN/CD36/HBEGF/CLDN4/FERMT2/CLDN3",11
"BP","GO:0072010","glomerular epithelium development","6/652","21/18842",0.285714285714286,8.25679228746714,6.2993017938319,5.83469993399294e-05,0.000936251316810469,0.000310526255479693,"EDN1/CD24/PECAM1/CD34/EDNRA/PODXL",6
"BP","GO:0007584","response to nutrient","16/652","149/18842",0.10738255033557,3.10322394696751,4.87976123078075,6.0264022042865e-05,0.000963583246068362,0.000319591430070211,"FOLR1/COL1A1/GAS6/KL/SHMT2/KAT2B/POSTN/SPP1/GCLC/LPL/IGFBP2/CYP24A1/CAT/KANK2/SLC6A4/BCHE",16
"BP","GO:0060070","canonical Wnt signaling pathway","25/652","304/18842",0.0822368421052632,2.37654383274136,4.58094229414435,6.08712764249662e-05,0.000968148670224979,0.000321105643233467,"FOLR1/COL1A1/SCEL/EDN1/TPBG/MDK/WWTR1/GPC3/RECK/ZEB2/BMP2/CDH3/DKK3/EDNRA/KLF4/EGR1/IGFBP2/LGR4/NR4A2/CAV1/FGFR2/EDNRB/GREM1/SOX4/SEMA5A",25
"BP","GO:0002444","myeloid leukocyte mediated immunity","13/652","104/18842",0.125,3.61234662576687,5.05760930300488,6.14084097769669e-05,0.000968148670224979,0.000321105643233467,"IGHG1/IL6/CX3CR1/HLA-E/GATA2/FGR/F2RL1/NR4A3/TYROBP/PLA2G1B/ANXA3/PTGDS/DNASE1L3",13
"BP","GO:0030278","regulation of ossification","13/652","104/18842",0.125,3.61234662576687,5.05760930300488,6.14084097769669e-05,0.000968148670224979,0.000321105643233467,"MDK/ADGRG6/TFAP2A/ZBTB16/GPM6B/BMP2/S1PR1/KL/PTN/GDF10/GREM1/SMAD6/ALOX5",13
"BP","GO:0045446","endothelial cell differentiation","13/652","104/18842",0.125,3.61234662576687,5.05760930300488,6.14084097769669e-05,0.000968148670224979,0.000321105643233467,"CLDN5/DSG2/PECAM1/TMEM100/CEACAM1/APOLD1/F2RL1/S1PR1/CDH5/DSP/HEY1/TIE1/CLDN3",13
"BP","GO:0035023","regulation of Rho protein signal transduction","12/652","90/18842",0.133333333333333,3.85316973415133,5.13670339313729,6.18786302463084e-05,0.000972162870315695,0.000322437032039587,"HEG1/RASIP1/STARD13/F2RL1/DOCK9/NET1/TEK/ARRB1/KANK2/DLC1/FERMT2/COL3A1",12
"BP","GO:0010717","regulation of epithelial to mesenchymal transition","14/652","119/18842",0.117647058823529,3.39985564778058,4.971990666269,6.37069528868535e-05,0.0009974119811348,0.000330811398725189,"EMP2/RGCC/COL1A1/IL6/DSG2/MDK/TGFBR2/WWTR1/QKI/BMP2/EZH2/ENG/GREM1/FERMT2",14
"BP","GO:1990845","adaptive thermogenesis","17/652","166/18842",0.102409638554217,2.95951289821864,4.80086684836391,6.53958133136548e-05,0.00102031045754765,0.000338406131046522,"LEPR/TRPV2/FABP5/LCN2/NPR3/QKI/ADRB2/ALDH1A1/LAMA4/EPAS1/LGR4/CD36/CAV1/FABP4/ZNF423/ACADL/ID1",17
"BP","GO:0007044","cell-substrate junction assembly","12/652","91/18842",0.131868131868132,3.81082720960022,5.08864379522974,6.90729315275939e-05,0.00107114877360127,0.00035526766345302,"GPM6B/SLK/DST/LIMCH1/TEK/FAM107A/MACF1/SORBS1/DLC1/GREM1/ARHGAP6/FERMT2",12
"BP","GO:0045786","negative regulation of cell cycle","29/652","382/18842",0.0759162303664921,2.19388590884271,4.46311505381052,6.91293619689445e-05,0.00107114877360127,0.00035526766345302,"RGCC/FHL1/NR4A1/CDKN2A/BUB1B/TTK/ZWINT/CDK1/HPGD/BMP2/NDC80/TRIP13/RPS6KA2/KAT2B/BIRC5/KLF4/DSP/CDKN1C/CENPF/DUSP1/BUB1/GMNN/CCNB1/FAM107A/KANK2/NEK2/CDC20/RFC4/MAD2L1",29
"BP","GO:0051893","regulation of focal adhesion assembly","10/652","65/18842",0.153846153846154,4.44596507786692,5.26882616653263,7.37910737331046e-05,0.00113557662615211,0.000376636434254183,"GPM6B/SLK/LIMCH1/TEK/FAM107A/MACF1/DLC1/GREM1/ARHGAP6/FERMT2",10
"BP","GO:0090109","regulation of cell-substrate junction assembly","10/652","65/18842",0.153846153846154,4.44596507786692,5.26882616653263,7.37910737331046e-05,0.00113557662615211,0.000376636434254183,"GPM6B/SLK/LIMCH1/TEK/FAM107A/MACF1/DLC1/GREM1/ARHGAP6/FERMT2",10
"BP","GO:0051216","cartilage development","15/652","136/18842",0.110294117647059,3.1873646697943,4.84685029037076,7.48017720770437e-05,0.00114721493297752,0.000380496508759529,"CHI3L1/EFEMP1/HYAL1/MDK/OGN/ADGRG6/TGFBR2/HYAL2/ZBTB16/BMP2/GREM1/TIMP1/GHR/COL3A1/SULF1",15
"BP","GO:0032354","response to follicle-stimulating hormone","5/652","14/18842",0.357142857142857,10.3209903593339,6.60516095393724,7.54197570669022e-05,0.00115277181225309,0.000382339557610424,"EDN1/SRD5A1/TGFBR3/EDNRA/GCLC",5
"BP","GO:0061900","glial cell activation","9/652","53/18842",0.169811320754717,4.90733881236254,5.3929525110592,7.63574883581509e-05,0.00115572818340461,0.000383320096539454,"IL6/LDLR/CX3CR1/CLU/ZEB2/AGER/TYROBP/IL33/C5AR1",9
"BP","GO:0090288","negative regulation of cellular response to growth factor stimulus","14/652","121/18842",0.115702479338843,3.34365968666024,4.89645915877858,7.65491663767295e-05,0.00115572818340461,0.000383320096539454,"SOSTDC1/CHRDL1/ANGPT1/MMRN2/DCN/SEMA6A/SLIT2/CXCL13/CAV1/CRIM1/AGTR2/GREM1/SMAD6/SULF1",14
"BP","GO:0048732","gland development","21/652","236/18842",0.0889830508474576,2.57150098783404,4.59942535121798,7.65901019653294e-05,0.00115572818340461,0.000383320096539454,"IL6/EDN1/SRD5A1/MDK/TCF21/PTCH1/TGFBR3/BMP2/TBX3/DKK3/SLC7A5/GATA6/CDH1/CDO1/EDNRA/AURKA/PERP/CAV1/FGFR2/SULF1/ELF3",21
"BP","GO:0030308","negative regulation of cell growth","16/652","152/18842",0.105263157894737,3.04197610590894,4.78549891726597,7.66384401947166e-05,0.00115572818340461,0.000383320096539454,"FHL1/CDKN2A/SESN1/HYAL1/HYAL2/ENO1/SEMA3G/CDH1/SLIT2/SPP1/NPR1/FBP1/CRYAB/AGTR2/WFDC1/SEMA5A",16
"BP","GO:0046849","bone remodeling","10/652","66/18842",0.151515151515152,4.37860197062651,5.20555313247058,8.43105738776864e-05,0.00126297799871923,0.000418891617724594,"LEPR/IL6/MDK/PDK4/S1PR1/SPP1/LGR4/PTN/GREM1/ACP5",10
"BP","GO:0072577","endothelial cell apoptotic process","10/652","66/18842",0.151515151515152,4.37860197062651,5.20555313247058,8.43105738776864e-05,0.00126297799871923,0.000418891617724594,"RGCC/GAS6/ANGPT1/GATA2/NDNF/RAMP2/CDH5/TEK/COL4A3/SEMA5A",10
"BP","GO:0010639","negative regulation of organelle organization","27/652","348/18842",0.0775862068965517,2.24214618151047,4.42798689704622,8.48010885544418e-05,0.00126611956388072,0.00041993357990764,"SPTBN1/TPX2/BUB1B/TTK/ZWINT/CLU/GMFG/NDC80/TRIP13/KANK3/S1PR1/CDH5/LMOD1/KAT2B/FEZ1/BIRC5/SLIT2/CENPF/DUSP1/BUB1/CCNB1/KANK2/DLC1/CDC20/PIK3R1/ARHGAP6/MAD2L1",27
"BP","GO:0034614","cellular response to reactive oxygen species","15/652","138/18842",0.108695652173913,3.14117097892771,4.77950662364562,8.84379739728601e-05,0.00131606212753672,0.00043649801832572,"IL6/EDN1/NQO1/LCN2/CDK1/FOS/FBLN5/KLF2/KLF4/NET1/GPR37/CAT/CD36/AQP1/ECT2",15
"BP","GO:0044703","multi-organism reproductive process","16/652","155/18842",0.103225806451613,2.98309914902038,4.69353334435488,9.67938950738772e-05,0.00143566997660563,0.000476168325678535,"EMP2/EDN1/SLC2A1/CLIC5/FOS/HPGD/FBLN1/SPP1/IGFBP2/PTN/MAFF/TIMP1/TPPP3/CLDN4/FOSB/SCGB1A1",16
"BP","GO:0030900","forebrain development","22/652","258/18842",0.0852713178294574,2.46423645788748,4.48343516511067,9.79766010244921e-05,0.0014484475213752,0.000480406250966624,"SRD5A1/NTRK2/MDK/SLC2A1/NDNF/FOS/SEMA3G/BMP2/CXCL12/TACC1/CDH1/TYROBP/FEZ1/SLIT2/PCDH9/NRGN/EZH2/FGFR2/AQP1/DLC1/COL3A1/SEMA5A",22
"BP","GO:0048285","organelle fission","33/652","470/18842",0.0702127659574468,2.02906278553714,4.27732260186387,0.000102206410420614,0.00149783100320994,0.000496785258847683,"CENPA/RGCC/RCC1/H3-3B/EDN1/KIF2A/TPX2/BUB1B/DLGAP5/TTK/ZWINT/KIF11/NUSAP1/CDK1/DCN/UBE2S/NDC80/TRIP13/KAT2B/BIRC5/AURKA/PRC1/UBE2C/CENPF/CAV2/DUSP1/BUB1/TOP2A/CCNB1/NEK2/CDC20/KIF4A/MAD2L1",33
"BP","GO:0003148","outflow tract septum morphogenesis","6/652","23/18842",0.260869565217391,7.53881034942652,5.94051109494786,0.000102313583718931,0.00149783100320994,0.000496785258847683,"TGFBR2/GATA6/ENG/FGFR2/TBX2/SMAD6",6
"BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","6/652","23/18842",0.260869565217391,7.53881034942652,5.94051109494786,0.000102313583718931,0.00149783100320994,0.000496785258847683,"CDK1/KAT2B/BIRC5/CCNB1/NEK2/ECT2",6
"BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","18/652","190/18842",0.0947368421052632,2.73777849531805,4.55793301989158,0.000111090299795456,0.00162105553973369,0.000537655112083561,"RGCC/FHL1/BUB1B/TTK/ZWINT/CDK1/NDC80/TRIP13/BIRC5/KLF4/CENPF/DUSP1/BUB1/CCNB1/FAM107A/KANK2/CDC20/MAD2L1",18
"BP","GO:0061005","cell differentiation involved in kidney development","8/652","44/18842",0.181818181818182,5.25432236475181,5.34884894787759,0.000115882785333111,0.00168553380344193,0.000559040602741519,"MMP9/EDN1/CD24/TCF21/CD34/EDNRA/PODXL/GREM1",8
"BP","GO:0044772","mitotic cell cycle phase transition","31/652","434/18842",0.0714285714285714,2.06419807186678,4.24642494872161,0.000120950824151123,0.00175359249549008,0.000581613613230365,"CCNB2/RGCC/RCC1/FHL1/CDKN3/CDKN2A/BUB1B/DLGAP5/TTK/ZWINT/RRM2/MELK/CDK1/UBE2S/NDC80/TRIP13/BIRC5/KLF4/AURKA/UBE2C/CENPF/ADAMTS1/UBD/DUSP1/BUB1/CCNB1/FAM107A/KANK2/NEK2/CDC20/MAD2L1",31
"BP","GO:0046620","regulation of organ growth","10/652","69/18842",0.144927536231884,4.18822797190362,5.02303837569649,0.000123808878797413,0.0017892763926203,0.000593448883053556,"WWC2/EDN1/ACACB/RBP4/TGFBR3/CDK1/CCNB1/FGFR2/SLC6A4/TBX2",10
"BP","GO:0022411","cellular component disassembly","32/652","455/18842",0.0703296703296703,2.03244117845345,4.22060783942589,0.000125754525875324,0.00181158836157136,0.000600849088582084,"NME1/HMGA1/MMP9/IL6/SPTBN1/KIF2A/TPX2/IRAK3/CX3CR1/TIMP3/FAP/PLAU/ADRB2/RECK/CDK1/F2RL1/TPSAB1/MMP1/LMOD1/MMP11/AURKA/NEDD9/MMP7/FGFR4/ENG/TOP2A/ATP2A2/PIK3R1/SEMA5A/DNASE1L3/MMP12/C1QB",32
"BP","GO:0051338","regulation of transferase activity","23/652","281/18842",0.0818505338078292,2.36537999694343,4.36581605652207,0.000127162314570134,0.00182603463820615,0.000605640481777993,"EMP2/GAS6/TPX2/CDKN3/ANGPT1/CDKN2A/FGR/CEACAM1/LDB2/EEF1A2/UBE2S/SASH1/GPRC5A/UBE2C/NEDD9/ZFP36/EZH2/CDC20/ECT2/ADARB1/RFC4/SFN/MAD2L1",23
"BP","GO:0032526","response to retinoic acid","12/652","97/18842",0.123711340206186,3.5751059389033,4.81390669471968,0.000129268051422482,0.00184452418944295,0.000611772906916386,"COL1A1/PTCH1/RBP4/GATA6/KLF4/IGFBP2/DUSP1/TIE1/FGFR2/SLC6A4/AQP1/TBX2",12
"BP","GO:0110020","regulation of actomyosin structure organization","12/652","97/18842",0.123711340206186,3.5751059389033,4.81390669471968,0.000129268051422482,0.00184452418944295,0.000611772906916386,"RGCC/SYNPO/EDN1/CCN2/S1PR1/PTGER4/LIMCH1/DLC1/ECT2/PIK3R1/ARHGAP6/FERMT2",12
"BP","GO:0044706","multi-multicellular organism process","16/652","159/18842",0.10062893081761,2.90805262954817,4.57430404567864,0.000130801319686389,0.00185466399517588,0.000615135973914534,"EMP2/EDN1/SLC2A1/CLIC5/FOS/HPGD/FBLN1/SPP1/IGFBP2/PTN/MAFF/TIMP1/TPPP3/CLDN4/FOSB/SCGB1A1",16
"BP","GO:0051017","actin filament bundle assembly","16/652","159/18842",0.10062893081761,2.90805262954817,4.57430404567864,0.000130801319686389,0.00185466399517588,0.000615135973914534,"RGCC/SYNPO/CCN2/ZEB2/S1PR1/PTGER4/LIMCH1/NEDD9/ARRB1/FAM107A/SORBS1/DLC1/PIK3R1/MYL9/ARHGAP6/FERMT2",16
"BP","GO:0048041","focal adhesion assembly","11/652","83/18842",0.132530120481928,3.82995786828295,4.89185524695032,0.000131429469897186,0.00185772877669721,0.000616152469285589,"GPM6B/SLK/LIMCH1/TEK/FAM107A/MACF1/SORBS1/DLC1/GREM1/ARHGAP6/FERMT2",11
"BP","GO:0031670","cellular response to nutrient","8/652","45/18842",0.177777777777778,5.13755964553511,5.26096820057615,0.000136713782333173,0.00192347756196618,0.000637959353532723,"FOLR1/COL1A1/GAS6/KAT2B/POSTN/LPL/CYP24A1/KANK2",8
"BP","GO:0060421","positive regulation of heart growth","7/652","34/18842",0.205882352941176,5.94974738361602,5.46903381135014,0.000136934197691538,0.00192347756196618,0.000637959353532723,"EDN1/ACACB/TGFBR3/CDK1/CCNB1/FGFR2/TBX2",7
"BP","GO:0003279","cardiac septum development","10/652","70/18842",0.142857142857143,4.12839614373357,4.96449310929217,0.000140035308014511,0.00196092920446407,0.000650380931048952,"TGFBR2/TGFBR3/GATA6/SLIT2/HEY1/ENG/FGFR2/SOX4/TBX2/SMAD6",10
"BP","GO:0032496","response to lipopolysaccharide","24/652","302/18842",0.0794701986754967,2.29659123227563,4.30042234920198,0.000143826232623888,0.00200777858483316,0.000665919454089026,"MMP9/SLPI/IL6/EDN1/NQO1/NR4A1/IRAK3/CX3CR1/LCN2/MIF/CD55/FOS/HPGD/SASH1/SLC7A5/ZFP36/CD36/CXCL13/EFNB2/FGFR2/PLSCR4/EDNRB/SMAD6/SCGB1A1",24
"BP","GO:0007059","chromosome segregation","30/652","420/18842",0.0714285714285714,2.06419807186678,4.1757851649185,0.000154924291598198,0.00215294333950256,0.000714066214350664,"CENPA/RCC1/H3-3B/KIF2A/TPX2/BUB1B/DLGAP5/TTK/ZWINT/KIF11/NUSAP1/CDK1/NDC80/TRIP13/KAT2B/BIRC5/PRC1/UBE2C/CENPF/DUSP1/BUB1/TOP2A/CCNB1/SRPK1/NEK2/CDC20/ECT2/KIF4A/MAD2L1/CENPU",30
"BP","GO:0032905","transforming growth factor beta1 production","5/652","16/18842",0.3125,9.03086656441718,6.08419041100313,0.00015533831760782,0.00215294333950256,0.000714066214350664,"CHI3L1/LAPTM4B/GATA6/TYROBP/COL3A1",5
"BP","GO:1902903","regulation of supramolecular fiber organization","27/652","361/18842",0.074792243767313,2.16140407525109,4.21826283039951,0.000155657469212206,0.00215294333950256,0.000714066214350664,"RGCC/SYNPO/SPTBN1/EDN1/TPX2/LDLR/CCN2/WASF3/CLU/CYRIA/CXCL12/F2RL1/GMFG/KANK3/S1PR1/CDH5/PTGER4/LMOD1/SLIT2/LIMCH1/CRYAB/KANK2/DLC1/PIK3R1/ARHGAP6/FERMT2/SEMA5A",27
"BP","GO:0001774","microglial cell activation","8/652","46/18842",0.173913043478261,5.02587356628434,5.17566016123056,0.000160536913382074,0.00220689311719443,0.000731959724511684,"IL6/LDLR/CX3CR1/CLU/AGER/TYROBP/IL33/C5AR1",8
"BP","GO:0002269","leukocyte activation involved in inflammatory response","8/652","46/18842",0.173913043478261,5.02587356628434,5.17566016123056,0.000160536913382074,0.00220689311719443,0.000731959724511684,"IL6/LDLR/CX3CR1/CLU/AGER/TYROBP/IL33/C5AR1",8
"BP","GO:0006939","smooth muscle contraction","11/652","85/18842",0.129411764705882,3.73984121255864,4.79305696746106,0.000163208111789782,0.00223001629109129,0.000739628982195039,"NMU/EDN1/MYLK/MYH11/ADRB2/EDNRA/CNN1/DOCK4/CAV1/EDNRB/SULF1",11
"BP","GO:0033273","response to vitamin","11/652","85/18842",0.129411764705882,3.73984121255864,4.79305696746106,0.000163208111789782,0.00223001629109129,0.000739628982195039,"FOLR1/COL1A1/GAS6/KL/SHMT2/POSTN/SPP1/CYP24A1/CAT/KANK2/BCHE",11
"BP","GO:0072210","metanephric nephron development","7/652","35/18842",0.2,5.77975460122699,5.35845123775959,0.000166105347378121,0.00226274625778837,0.000750484522601691,"TCF21/CD34/EGR1/LGR4/AGTR2/AQP1/GREM1",7
"BP","GO:0061572","actin filament bundle organization","16/652","163/18842",0.098159509202454,2.83668937483533,4.45873979033688,0.000174803364125837,0.00237406135193794,0.000787404373868116,"RGCC/SYNPO/CCN2/ZEB2/S1PR1/PTGER4/LIMCH1/NEDD9/ARRB1/FAM107A/SORBS1/DLC1/PIK3R1/MYL9/ARHGAP6/FERMT2",16
"BP","GO:0061756","leukocyte adhesion to vascular endothelial cell","9/652","59/18842",0.152542372881356,4.4082874077155,4.96408443295279,0.000180030035242363,0.00243491076879593,0.000807586285739176,"SLC39A8/IL6/MDK/CX3CR1/CXCL12/KLF4/JAM2/EFNB2/ALOX5",9
"BP","GO:0050680","negative regulation of epithelial cell proliferation","14/652","131/18842",0.106870229007634,3.08841848920526,4.54113173875619,0.00018036376065155,0.00243491076879593,0.000807586285739176,"RGCC/MMRN2/CEACAM1/TGFBR3/GATA6/CDKN1C/CAV2/ENG/KLF9/COL4A3/CAV1/FGFR2/SULF1/ALOX5",14
"BP","GO:0007517","muscle organ development","21/652","251/18842",0.0836653386454183,2.41782562999536,4.28122183008248,0.000182395702500979,0.00244768518624081,0.000811823173788219,"FHL1/MYLK/TCF21/TGFBR3/CAPN3/BMP2/S1PR1/EDNRA/DSP/DES/CENPF/CAV2/ENG/ID3/CAV1/FGFR2/HBEGF/TNNC1/COL3A1/DMD/RCAN1",21
"BP","GO:0110053","regulation of actin filament organization","21/652","251/18842",0.0836653386454183,2.41782562999536,4.28122183008248,0.000182395702500979,0.00244768518624081,0.000811823173788219,"RGCC/SYNPO/SPTBN1/CCN2/WASF3/CYRIA/CXCL12/F2RL1/GMFG/KANK3/S1PR1/PTGER4/LMOD1/SLIT2/LIMCH1/KANK2/DLC1/PIK3R1/ARHGAP6/FERMT2/SEMA5A",21
"BP","GO:0044403","biological process involved in symbiotic interaction","17/652","181/18842",0.0939226519337017,2.71424939836627,4.38738008750089,0.000189534139582358,0.00253593304266129,0.000841092319706982,"GAS6/LDLR/HSPD1/MYH10/HYAL2/CD55/CDK1/MRC1/F2RL1/FBLN1/MUC5B/CAV2/AGTR1/TMPRSS4/CAV1/EFNB2/KPNA2",17
"BP","GO:0090068","positive regulation of cell cycle process","21/652","252/18842",0.0833333333333333,2.40823108384458,4.26082723292499,0.000192680468898552,0.00257040305995139,0.000852524982287241,"FEN1/RGCC/RCC1/EDN1/DLGAP5/RRM2/NUSAP1/CDK1/NDC80/KAT2B/BIRC5/AURKA/UBE2C/EZH2/ADAMTS1/BUB1/CCNB1/CDC20/ECT2/TBX2/MAD2L1",21
"BP","GO:0031623","receptor internalization","14/652","132/18842",0.106060606060606,3.06502137943856,4.50748247941958,0.000195482756694138,0.00260009365762203,0.000862372455879082,"SNX1/ENTREP1/ANGPT1/CEACAM1/RAMP3/RAMP2/NEDD4L/ARRB1/CD36/CAV1/EFNB2/GREM1/GHR/CALCRL",14
"BP","GO:0046622","positive regulation of organ growth","7/652","36/18842",0.194444444444444,5.61920586230402,5.25206116650162,0.000200104472284422,0.00265373842803076,0.000880164804345772,"EDN1/ACACB/TGFBR3/CDK1/CCNB1/FGFR2/TBX2",7
"BP","GO:0007613","memory","11/652","87/18842",0.126436781609195,3.6538678513504,4.6972081816853,0.000201281914756241,0.00266152537723135,0.000882747499967615,"FEN1/LDLR/MDK/LCN2/FOS/KAT2B/SLC1A1/EGR1/PTN/SLC6A4/CAMK2N1",11
"BP","GO:0062012","regulation of small molecule metabolic process","25/652","328/18842",0.0762195121951219,2.20265038156517,4.15992603404782,0.000202040566083717,0.00266374535810375,0.000883483800504836,"NME1/EDN1/LDLR/PGK1/FABP5/ACACB/PDK4/QKI/PMAIP1/CEACAM1/ENO1/BMP2/PID1/DKK3/ABCG1/CES1/KAT2B/EGR1/FBP1/AGTR1/FGFR4/CAV1/SORBS1/GDF15/ACADL",25
"BP","GO:0048511","rhythmic process","22/652","272/18842",0.0808823529411765,2.33740075784915,4.20629267979907,0.000209552727906513,0.002754732507669,0.000913661487140857,"NMU/NTRK2/MDK/HLF/ID4/GFPT1/CDK1/PER1/KAT2B/SLIT2/EGR1/EZH2/LGR4/PTN/ID3/TOP2A/KLF9/GDF10/SLC6A4/PTGDS/CLDN4/ID1",22
"BP","GO:0042730","fibrinolysis","6/652","26/18842",0.230769230769231,6.66894761680038,5.47627046134585,0.000213582352641879,0.00279954310483207,0.000928523807431375,"PROS1/SERPING1/FAP/PLAU/THBD/CPB2",6
"BP","GO:0030195","negative regulation of blood coagulation","8/652","48/18842",0.166666666666667,4.81646216768916,5.01223462309248,0.000218465903144642,0.00283879757140978,0.000941543327188906,"PROS1/EDN1/SERPING1/FAP/PLAU/CEACAM1/THBD/CPB2",8
